name,sex,age,height,weight,team,year,season,sport,event,medal,country
Andreas Kuffner,M,29.0,196.0,94.0,Germany,2016.0,Summer,Rowing,Rowing Men's Coxed Eights,Silver,Germany
Anke Khn (-Khne),F,23.0,175.0,70.0,Germany,2004.0,Summer,Hockey,Hockey Women's Hockey,Gold,Germany
Enrico Khn,M,24.0,183.0,100.0,Germany-2,2002.0,Winter,Bobsleigh,Bobsleigh Men's Four,Gold,Germany
Julius Khn,M,23.0,198.0,110.0,Germany,2016.0,Summer,Handball,Handball Men's Handball,Bronze,Germany
Simon Petrus Kuipers,M,27.0,186.0,86.0,Netherlands,2010.0,Winter,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),Bronze,Netherlands
Antti Sakari Kuisma,M,27.0,188.0,80.0,Finland,2006.0,Winter,Nordic Combined,Nordic Combined Men's Team,Bronze,Finland
Virpi Katriina Kuitunen (-Sarasvuo),F,29.0,174.0,65.0,Finland,2006.0,Winter,Cross Country Skiing,Cross Country Skiing Women's Team Sprint,Bronze,Finland
Virpi Katriina Kuitunen (-Sarasvuo),F,33.0,174.0,65.0,Finland,2010.0,Winter,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Bronze,Finland
Lasse Juhani Kukkonen,M,24.0,183.0,85.0,Finland,2006.0,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,Finland
Lasse Juhani Kukkonen,M,28.0,183.0,85.0,Finland,2010.0,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,Finland
Lasse Juhani Kukkonen,M,32.0,183.0,85.0,Finland,2014.0,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,Finland
Yolane Nicole Kukla,F,16.0,168.0,61.0,Australia,2012.0,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,Australia
Galina Alekseyevna Kukleva,F,29.0,176.0,66.0,Russia,2002.0,Winter,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Bronze,Russia
Nikolay Yulyevich Kuksenkov,M,27.0,172.0,65.0,Russia,2016.0,Summer,Gymnastics,Gymnastics Men's Team All-Around,Silver,Russia
Krisztin Kulcsr,M,33.0,196.0,93.0,Hungary,2004.0,Summer,Fencing,"Fencing Men's epee, Team",Silver,Hungary
Irina Mikhaylovna Kulesha,F,26.0,163.0,75.0,Belarus,2012.0,Summer,Weightlifting,Weightlifting Women's Heavyweight,Bronze,Belarus
Aleksey Vladimirovich Kuleshov,M,25.0,206.0,96.0,Russia,2004.0,Summer,Volleyball,Volleyball Men's Volleyball,Bronze,Russia
Aleksey Vladimirovich Kuleshov,M,29.0,206.0,96.0,Russia,2008.0,Summer,Volleyball,Volleyball Men's Volleyball,Bronze,Russia
Oleg Mikhaylovich Kuleshov,M,30.0,186.0,95.0,Russia,2004.0,Summer,Handball,Handball Men's Handball,Bronze,Russia
Jaroslav Kulhav,M,27.0,188.0,77.0,Czech Republic,2012.0,Summer,Cycling,"Cycling Men's Mountainbike, Cross-Country",Gold,Czechia
Jaroslav Kulhav,M,31.0,188.0,77.0,Czech Republic,2016.0,Summer,Cycling,"Cycling Men's Mountainbike, Cross-Country",Silver,Czechia
Tams Kulifai,M,23.0,187.0,82.0,Hungary,2012.0,Summer,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver,Hungary
Serhiy Volodymyrovych Kulish,M,23.0,176.0,64.0,Ukraine,2016.0,Summer,Shooting,"Shooting Men's Air Rifle, 10 metres",Silver,Ukraine
Saki Kumagai,F,21.0,171.0,60.0,Japan,2012.0,Summer,Football,Football Women's Football,Silver,Japan
Sushil Kumar Solanki,M,25.0,166.0,66.0,India,2008.0,Summer,Wrestling,"Wrestling Men's Welterweight, Freestyle",Bronze,India
Sushil Kumar Solanki,M,29.0,166.0,66.0,India,2012.0,Summer,Wrestling,"Wrestling Men's Welterweight, Freestyle",Silver,India
Vijay Kumar,M,26.0,170.0,70.0,India,2012.0,Summer,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Silver,India
Patrizia Kummer,F,26.0,172.0,70.0,Switzerland,2014.0,Winter,Snowboarding,Snowboarding Women's Parallel Giant Slalom,Gold,Switzerland
Yury Aleksandrovich Kunakov,M,18.0,170.0,60.0,Russia,2008.0,Summer,Diving,Diving Men's Synchronized Springboard,Silver,Russia
Semi Kunabuli Kunatani,M,25.0,192.0,98.0,Fiji,2016.0,Summer,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Gold,Fiji
Sony Dwi Kuncoro,M,20.0,172.0,63.0,Indonesia,2004.0,Summer,Badminton,Badminton Men's Singles,Bronze,Indonesia
"Christopher ""Chris"" Kunitz",M,34.0,183.0,88.0,Canada,2014.0,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,Canada
Florian Kunz,M,32.0,200.0,99.0,Germany,2004.0,Summer,Hockey,Hockey Men's Hockey,Bronze,Germany
Kahena Kunze,F,25.0,172.0,68.0,Brazil,2016.0,Summer,Sailing,Sailing Women's Skiff,Gold,Brazil
Claudia Knzel-Nystad,F,24.0,168.0,58.0,Germany,2002.0,Winter,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Gold,Germany
Claudia Knzel-Nystad,F,28.0,168.0,58.0,Germany,2006.0,Winter,Cross Country Skiing,Cross Country Skiing Women's Sprint,Silver,Germany
Claudia Knzel-Nystad,F,28.0,168.0,58.0,Germany,2006.0,Winter,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Silver,Germany
Claudia Knzel-Nystad,F,32.0,168.0,58.0,Germany,2010.0,Winter,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Silver,Germany
Claudia Knzel-Nystad,F,32.0,168.0,58.0,Germany,2010.0,Winter,Cross Country Skiing,Cross Country Skiing Women's Team Sprint,Gold,Germany
Claudia Knzel-Nystad,F,36.0,168.0,58.0,Germany,2014.0,Winter,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Bronze,Germany
Kuo Hsing-Chun,F,22.0,157.0,58.0,Chinese Taipei,2016.0,Summer,Weightlifting,Weightlifting Women's Lightweight,Bronze,Taipei
Courtney Anne Kupets (-Carter),F,18.0,154.0,52.0,United States,2004.0,Summer,Gymnastics,Gymnastics Women's Team All-Around,Silver,United States
Courtney Anne Kupets (-Carter),F,18.0,154.0,52.0,United States,2004.0,Summer,Gymnastics,Gymnastics Women's Uneven Bars,Bronze,United States
Zaur Ismatulayevich Kuramagomedov,M,24.0,162.0,60.0,Russia,2012.0,Summer,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Bronze,Russia
Tatyana Sergeyevna Kurbakova,F,18.0,176.0,52.0,Russia,2004.0,Summer,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold,Russia
Larisa Nikolayevna Kurkina,F,32.0,169.0,55.0,Russia,2006.0,Winter,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Gold,Russia
Kateina Krkov-Emmons,F,20.0,165.0,53.0,Czech Republic,2004.0,Summer,Shooting,"Shooting Women's Air Rifle, 10 metres",Bronze,Czechia
Kateina Krkov-Emmons,F,24.0,165.0,53.0,Czech Republic,2008.0,Summer,Shooting,"Shooting Women's Air Rifle, 10 metres",Gold,Czechia
Kateina Krkov-Emmons,F,24.0,165.0,53.0,Czech Republic,2008.0,Summer,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Silver,Czechia
Hiroki Kuroda,M,29.0,184.0,89.0,Japan,2004.0,Summer,Baseball,Baseball Men's Baseball,Bronze,Japan
Amanda Maria Kurtovic,F,21.0,175.0,71.0,Norway,2012.0,Summer,Handball,Handball Women's Handball,Gold,Norway
Amanda Maria Kurtovic,F,25.0,175.0,71.0,Norway,2016.0,Summer,Handball,Handball Women's Handball,Bronze,Norway
Manfred Kurzer,M,34.0,175.0,75.0,Germany,2004.0,Summer,Shooting,"Shooting Men's Running Target, 10 metres",Gold,Germany
Kurt Kuschela,M,23.0,182.0,86.0,Germany,2012.0,Summer,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold,Germany
Anton Sergeyevich Kushnir,M,29.0,176.0,71.0,Belarus,2014.0,Winter,Freestyle Skiing,Freestyle Skiing Men's Aerials,Gold,Belarus
Kevin Kuske,M,23.0,196.0,116.0,Germany-2,2002.0,Winter,Bobsleigh,Bobsleigh Men's Four,Gold,Germany
Kevin Kuske,M,27.0,196.0,116.0,Germany-1,2006.0,Winter,Bobsleigh,Bobsleigh Men's Two,Gold,Germany
Kevin Kuske,M,27.0,196.0,116.0,Germany-1,2006.0,Winter,Bobsleigh,Bobsleigh Men's Four,Gold,Germany
Kevin Kuske,M,31.0,196.0,116.0,Germany-1,2010.0,Winter,Bobsleigh,Bobsleigh Men's Two,Gold,Germany
Kevin Kuske,M,31.0,196.0,116.0,Germany-1,2010.0,Winter,Bobsleigh,Bobsleigh Men's Four,Silver,Germany
Mateusz Kusznierewicz,M,29.0,193.0,100.0,Poland,2004.0,Summer,Sailing,Sailing Men's One Person Dinghy,Bronze,Poland
Marco Kutscher,M,29.0,187.0,75.0,Germany,2004.0,Summer,Equestrianism,"Equestrianism Mixed Jumping, Individual",Bronze,Germany
Marco Kutscher,M,29.0,187.0,75.0,Germany,2004.0,Summer,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze,Germany
Olga Sergeyevna Kuzenkova,F,33.0,176.0,75.0,Russia,2004.0,Summer,Athletics,Athletics Women's Hammer Throw,Gold,Russia
Olga Petrovna Kuzhela,F,22.0,172.0,55.0,Russia,2008.0,Summer,Synchronized Swimming,Synchronized Swimming Women's Team,Gold,Russia
Marina Vyacheslavovna Kuzina,F,23.0,195.0,86.0,Russia,2008.0,Summer,Basketball,Basketball Women's Basketball,Bronze,Russia
Anastasia Vladimirovna Kuzmina (Shipulina-),F,25.0,180.0,67.0,Slovakia,2010.0,Winter,Biathlon,Biathlon Women's 7.5 kilometres Sprint,Gold,Slovakia
Anastasia Vladimirovna Kuzmina (Shipulina-),F,25.0,180.0,67.0,Slovakia,2010.0,Winter,Biathlon,Biathlon Women's 10 kilometres Pursuit,Silver,Slovakia
Anastasia Vladimirovna Kuzmina (Shipulina-),F,29.0,180.0,67.0,Slovakia,2014.0,Winter,Biathlon,Biathlon Women's 7.5 kilometres Sprint,Gold,Slovakia
Mikhail Nikolayevich Kuznetsov,M,23.0,174.0,72.0,Russia,2008.0,Summer,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Bronze,Russia
Yevgeny Vladimirovich Kuznetsov,M,22.0,170.0,64.0,Russia,2012.0,Summer,Diving,Diving Men's Synchronized Springboard,Silver,Russia
Polina Viktorovna Kuznetsova (Vyakhireva-),F,29.0,168.0,60.0,Russia,2016.0,Summer,Handball,Handball Women's Handball,Gold,Russia
Nataliya Yuryevna Kuzyutina,F,27.0,160.0,52.0,Russia,2016.0,Summer,Judo,Judo Women's Half-Lightweight,Bronze,Russia
Manuchar K'virk'velia,M,29.0,170.0,74.0,Georgia,2008.0,Summer,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Gold,Georgia
Illia Olehovych Kvasha,M,20.0,176.0,73.0,Ukraine,2008.0,Summer,Diving,Diving Men's Synchronized Springboard,Bronze,Ukraine
Oleg Vladimirovich Kvasha,M,23.0,195.0,97.0,Russia,2002.0,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,Russia
Petra Kvitov,F,26.0,183.0,70.0,Czech Republic,2016.0,Summer,Tennis,Tennis Women's Singles,Bronze,Czechia
Michelle Wingshan Kwan (-Pell),F,21.0,157.0,49.0,United States,2002.0,Winter,Figure Skating,Figure Skating Women's Singles,Bronze,United States
Kye Sun-Hui,F,25.0,158.0,60.0,North Korea,2004.0,Summer,Judo,Judo Women's Lightweight,Silver,North Korea
Kaylyn McKenzie Kyle,F,23.0,173.0,61.0,Canada,2012.0,Summer,Football,Football Women's Football,Bronze,Canada
Anne Maria Kyllnen,F,26.0,173.0,61.0,Finland,2014.0,Winter,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Silver,Finland
"Erik Kynard, Jr.",M,21.0,194.0,89.0,United States,2012.0,Summer,Athletics,Athletics Men's High Jump,Silver,United States
Julio Csar La Cruz Peraza,M,26.0,182.0,81.0,Cuba,2016.0,Summer,Boxing,Boxing Men's Light-Heavyweight,Gold,Cuba
Miguel La Hera Betancourt,M,23.0,192.0,92.0,Cuba,2008.0,Summer,Baseball,Baseball Men's Baseball,Silver,Cuba
Antti Akseli Laaksonen,M,32.0,180.0,82.0,Finland,2006.0,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,Finland
Emma Kriistina Laaksonen-Terho,F,28.0,159.0,60.0,Finland,2010.0,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze,Finland
Stephanie Lynn Marie Labb,F,29.0,178.0,53.0,Canada,2016.0,Summer,Football,Football Women's Football,Bronze,Canada
"Charline ""Charlie"" Labont",F,23.0,175.0,72.0,Canada,2006.0,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,Canada
"Charline ""Charlie"" Labont",F,27.0,175.0,72.0,Canada,2010.0,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,Canada
"Charline ""Charlie"" Labont",F,31.0,175.0,72.0,Canada,2014.0,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,Canada
Marion Laborde,F,25.0,178.0,75.0,France,2012.0,Summer,Basketball,Basketball Women's Basketball,Silver,France
Yurisel Laborde Duanes,F,24.0,167.0,78.0,Cuba,2004.0,Summer,Judo,Judo Women's Half-Heavyweight,Bronze,Cuba
"Yanelis Yuliet ""Yanely"" Labrada Daz",F,22.0,167.0,49.0,Cuba,2004.0,Summer,Taekwondo,Taekwondo Women's Flyweight,Silver,Cuba
Blaenko Lackovi,M,23.0,196.0,99.0,Croatia,2004.0,Summer,Handball,Handball Men's Handball,Gold,Croatia
Blaenko Lackovi,M,31.0,196.0,99.0,Croatia,2012.0,Summer,Handball,Handball Men's Handball,Bronze,Croatia
Alexandra Lacrabre,F,29.0,177.0,73.0,France,2016.0,Summer,Handball,Handball Women's Handball,Silver,France
Andry Laffita Hernndez,M,30.0,162.0,51.0,Cuba,2008.0,Summer,Boxing,Boxing Men's Flyweight,Silver,Cuba
Bernard Kipchirchir Lagat,M,29.0,173.0,58.0,Kenya,2004.0,Summer,Athletics,"Athletics Men's 1,500 metres",Silver,Kenya
Karim Florent Laghouag,M,40.0,177.0,70.0,France,2016.0,Summer,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold,France
Scotty Lago,M,22.0,185.0,77.0,United States,2010.0,Winter,Snowboarding,Snowboarding Men's Halfpipe,Bronze,United States
Yevgeny Aleksandrovich Lagunov,M,22.0,188.0,77.0,Russia,2008.0,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,Russia
Yevgeny Aleksandrovich Lagunov,M,26.0,188.0,77.0,Russia,2012.0,Summer,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze,Russia
Krista Lhteenmki (-Prmkoski),F,23.0,160.0,57.0,Finland,2014.0,Winter,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Silver,Finland
Janne Petteri Lahtela,M,27.0,171.0,72.0,Finland,2002.0,Winter,Freestyle Skiing,Freestyle Skiing Men's Moguls,Gold,Finland
Samppa Kalevi Lajunen,M,22.0,177.0,65.0,Finland,2002.0,Winter,Nordic Combined,Nordic Combined Men's Team,Gold,Finland
Samppa Kalevi Lajunen,M,22.0,177.0,65.0,Finland,2002.0,Winter,Nordic Combined,Nordic Combined Men's Individual,Gold,Finland
Samppa Kalevi Lajunen,M,22.0,177.0,65.0,Finland,2002.0,Winter,Nordic Combined,Nordic Combined Men's Sprint,Gold,Finland
Gennady Kazbekovich Laliyev,M,25.0,174.0,84.0,Kazakhstan,2004.0,Summer,Wrestling,"Wrestling Men's Middleweight, Freestyle",Silver,Kazakhstan
Kim Lamarre,F,25.0,165.0,54.0,Canada,2014.0,Winter,Freestyle Skiing,Freestyle Skiing Women's Slopestyle,Bronze,Canada
Eric Lamaze,M,40.0,170.0,65.0,Canada,2008.0,Summer,Equestrianism,"Equestrianism Mixed Jumping, Individual",Gold,Canada
Eric Lamaze,M,40.0,170.0,65.0,Canada,2008.0,Summer,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver,Canada
Eric Lamaze,M,48.0,170.0,65.0,Canada,2016.0,Summer,Equestrianism,"Equestrianism Mixed Jumping, Individual",Bronze,Canada
Stephen Lambert,M,28.0,188.0,87.0,Australia,2008.0,Summer,Hockey,Hockey Men's Hockey,Bronze,Australia
Stphane Lambiel,M,20.0,174.0,61.0,Switzerland,2006.0,Winter,Figure Skating,Figure Skating Men's Singles,Silver,Switzerland
"Richard Edward ""Rich"" Lambourne",M,33.0,190.0,100.0,United States,2008.0,Summer,Volleyball,Volleyball Men's Volleyball,Gold,United States
Kim Lammers,F,31.0,176.0,69.0,Netherlands,2012.0,Summer,Hockey,Hockey Women's Hockey,Gold,Netherlands
Yevgeniya Alekseyevna Lamonova,F,24.0,174.0,62.0,Russia,2008.0,Summer,Fencing,"Fencing Women's Foil, Team",Gold,Russia
Jocelyne Nicole Lamoureux,F,20.0,168.0,70.0,United States,2010.0,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver,United States
Jocelyne Nicole Lamoureux,F,24.0,168.0,70.0,United States,2014.0,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver,United States
Monique Edith Lamoureux (-Kolls),F,20.0,168.0,70.0,United States,2010.0,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver,United States
Monique Edith Lamoureux (-Kolls),F,24.0,168.0,70.0,United States,2014.0,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver,United States
Thomas Lamparter,M,27.0,183.0,98.0,Switzerland-1,2006.0,Winter,Bobsleigh,Bobsleigh Men's Four,Bronze,Switzerland
Jason Grgory Lamy-Chappuis,M,23.0,178.0,65.0,France,2010.0,Winter,Nordic Combined,"Nordic Combined Men's Normal Hill / 10 km, Individual",Gold,France
Brett Daniel Lancaster,M,24.0,189.0,80.0,Australia,2004.0,Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold,Australia
Dominik Landertinger,M,22.0,188.0,75.0,Austria,2010.0,Winter,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver,Austria
Dominik Landertinger,M,26.0,188.0,75.0,Austria,2014.0,Winter,Biathlon,Biathlon Men's 10 kilometres Sprint,Silver,Austria
Dominik Landertinger,M,26.0,188.0,75.0,Austria,2014.0,Winter,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze,Austria
Gabriel Ingemar John Landeskog,M,21.0,185.0,99.0,Sweden,2014.0,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,Sweden
Niklas Landin Jacobsen,M,27.0,201.0,102.0,Denmark,2016.0,Summer,Handball,Handball Men's Handball,Gold,Denmark
Laurisa Landre,F,30.0,174.0,67.0,France,2016.0,Summer,Handball,Handball Women's Handball,Silver,France
Ghislaine Landry,F,28.0,163.0,65.0,Canada,2016.0,Summer,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Bronze,Canada
Peter rsted Lang,M,23.0,185.0,80.0,Denmark,2012.0,Summer,Sailing,Sailing Men's Skiff,Bronze,Denmark
Robert Lang,M,35.0,189.0,96.0,Czech Republic,2006.0,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,Czechia
Nancy Jebet Langat,F,26.0,153.0,49.0,Kenya,2008.0,Summer,Athletics,"Athletics Women's 1,500 metres",Gold,Kenya
Andr Lange,M,28.0,188.0,100.0,Germany-2,2002.0,Winter,Bobsleigh,Bobsleigh Men's Four,Gold,Germany
Andr Lange,M,32.0,188.0,100.0,Germany-1,2006.0,Winter,Bobsleigh,Bobsleigh Men's Two,Gold,Germany
Andr Lange,M,32.0,188.0,100.0,Germany-1,2006.0,Winter,Bobsleigh,Bobsleigh Men's Four,Gold,Germany
Andr Lange,M,36.0,188.0,100.0,Germany-1,2010.0,Winter,Bobsleigh,Bobsleigh Men's Two,Gold,Germany
Andr Lange,M,36.0,188.0,100.0,Germany-1,2010.0,Winter,Bobsleigh,Bobsleigh Men's Four,Silver,Germany
Santiago Ral Lange Roberti,M,42.0,184.0,73.0,Argentina,2004.0,Summer,Sailing,Sailing Mixed Multihull,Bronze,Argentina
Santiago Ral Lange Roberti,M,46.0,184.0,73.0,Argentina,2008.0,Summer,Sailing,Sailing Mixed Multihull,Bronze,Argentina
Santiago Ral Lange Roberti,M,54.0,184.0,73.0,Argentina,2016.0,Summer,Sailing,Sailing Mixed Multihull,Gold,Argentina
Helen Langehanenberg,F,30.0,164.0,48.0,Germany,2012.0,Summer,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver,Germany
Christoph Langen,M,39.0,188.0,98.0,Germany-1,2002.0,Winter,Bobsleigh,Bobsleigh Men's Two,Gold,Germany
Jamie Craig Langenbrunner,M,34.0,185.0,93.0,United States,2010.0,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,United States
"Christopher Phillip ""Chris"" Langridge",M,31.0,180.0,73.0,Great Britain,2016.0,Summer,Badminton,Badminton Men's Doubles,Bronze,Great Britain
"Matthew Keir ""Matt"" Langridge",M,25.0,194.0,93.0,Great Britain,2008.0,Summer,Rowing,Rowing Men's Coxed Eights,Silver,Great Britain
"Matthew Keir ""Matt"" Langridge",M,29.0,194.0,93.0,Great Britain,2012.0,Summer,Rowing,Rowing Men's Coxed Eights,Bronze,Great Britain
"Matthew Keir ""Matt"" Langridge",M,33.0,194.0,93.0,Great Britain,2016.0,Summer,Rowing,Rowing Men's Coxed Eights,Gold,Great Britain
"Steven Daniel ""Steve"" Langton",M,30.0,188.0,105.0,United States-1,2014.0,Winter,Bobsleigh,Bobsleigh Men's Two,Bronze,United States
"Steven Daniel ""Steve"" Langton",M,30.0,188.0,105.0,United States-1,2014.0,Winter,Bobsleigh,Bobsleigh Men's Four,Bronze,United States
Aurimas Lankas,M,30.0,178.0,89.0,Lithuania,2016.0,Summer,Canoeing,"Canoeing Men's Kayak Doubles, 200 metres",Bronze,Lithuania
Colleen Lanne,F,24.0,177.0,65.0,United States,2004.0,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver,United States
Filippo Lanza,M,25.0,198.0,98.0,Italy,2016.0,Summer,Volleyball,Volleyball Men's Volleyball,Silver,Italy
Lao Lishi,F,16.0,153.0,43.0,China,2004.0,Summer,Diving,Diving Women's Platform,Silver,China
Lao Lishi,F,16.0,153.0,43.0,China,2004.0,Summer,Diving,Diving Women's Synchronized Platform,Gold,China
Sandra Laoura,F,25.0,167.0,60.0,France,2006.0,Winter,Freestyle Skiing,Freestyle Skiing Women's Moguls,Bronze,France
Dmitry Valentinovich Lapikov,M,26.0,183.0,105.0,Russia,2008.0,Summer,Weightlifting,Weightlifting Men's Heavyweight,Bronze,Russia
"Matthew Vincent ""Matt"" LaPorta",M,23.0,188.0,98.0,United States,2008.0,Summer,Baseball,Baseball Men's Baseball,Bronze,United States
Lauren Lappin,F,24.0,170.0,73.0,United States,2008.0,Summer,Softball,Softball Women's Softball,Silver,United States
"Giouli ""Georgia"" Lara",F,24.0,175.0,78.0,Greece,2004.0,Summer,Water Polo,Water Polo Women's Water Polo,Silver,Greece
Jonas Erik Larholm,M,30.0,193.0,85.0,Sweden,2012.0,Summer,Handball,Handball Men's Handball,Silver,Sweden
Dmitry Olegovich Larionov,M,22.0,185.0,84.0,Russia,2008.0,Summer,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Bronze,Russia
Igor Nikolayevich Larionov,M,41.0,176.0,77.0,Russia,2002.0,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,Russia
Yekaterina Alekseyevna Larionova,F,22.0,158.0,63.0,Kazakhstan,2016.0,Summer,Wrestling,"Wrestling Women's Middleweight, Freestyle",Bronze,Kazakhstan
Larissa Frana Maestrini,F,30.0,174.0,68.0,Brazil-1,2012.0,Summer,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Bronze,Brazil
"Mitchell James ""Mitch"" Larkin",M,23.0,187.0,72.0,Australia,2016.0,Summer,Swimming,Swimming Men's 200 metres Backstroke,Silver,Australia
"Mitchell James ""Mitch"" Larkin",M,23.0,187.0,72.0,Australia,2016.0,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,Australia
Jocelyne Dawn Marie Larocque,F,25.0,170.0,63.0,Canada,2014.0,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,Canada
Eirik Vers Larsen,M,28.0,182.0,80.0,Norway,2004.0,Summer,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Gold,Norway
Eirik Vers Larsen,M,28.0,182.0,80.0,Norway,2004.0,Summer,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Bronze,Norway
Eirik Vers Larsen,M,32.0,182.0,80.0,Norway,2008.0,Summer,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Silver,Norway
Eirik Vers Larsen,M,36.0,182.0,80.0,Norway,2012.0,Summer,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Gold,Norway
Jacob Sgaard Larsen,M,28.0,182.0,73.0,Denmark,2016.0,Summer,Rowing,Rowing Men's Lightweight Coxless Fours,Silver,Denmark
Mads Mensah Larsen,M,24.0,188.0,106.0,Denmark,2016.0,Summer,Handball,Handball Men's Handball,Gold,Denmark
Niklas Larsen,M,19.0,180.0,74.0,Denmark,2016.0,Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze,Denmark
